Breakout,Age,Pos_Group,Bats,Throws,Height,Weight,Country,Class_Type,Prospect_Grouping,Prev_Season_WAR,Season_High_WAR,MLB_Certainty,MLB_BB,MLB_K,MLB_AVG,MLB_ISO,MLB_Spd,MLB_wRC,MiLB_Certainty,MiLB_BB,MiLB_K,MiLB_AVG,MiLB_ISO,MiLB_Spd,MiLB_wRC
0,26,Outfielder,L,L,73,220,USA,High School,Top 10 Prospect,0.6,3.5,1000-1499 MLB PA,0.143,0.267,0.222,0.213,2.9,115,2000 or more MiLB PA,0.137,0.21,0.298,0.218,6.5,145
0,27,Middle Infielder,L,R,73,205,USA,D1 College,Unranked Prospect,2,3.8,1500-1999 MLB PA,0.083,0.097,0.282,0.126,4.4,106,1500-1999 MiLB PA,0.093,0.098,0.293,0.106,5.1,107
0,28,Corner Infielder,L,R,76,230,USA,D1 College,Unranked Prospect,3.5,3.5,1000-1499 MLB PA,0.087,0.237,0.26,0.212,3.9,107,2000 or more MiLB PA,0.125,0.195,0.261,0.184,4.3,125
0,25,Corner Outfielder,L,L,76,225,GER,International Amateur,Top 50 Prospect,1.5,1.5,1000-1499 MLB PA,0.087,0.205,0.239,0.184,4.4,92,1500-1999 MiLB PA,0.106,0.154,0.281,0.165,6.8,129
0,28,Middle Infielder,R,R,74,201,USA,D1 College,Unranked Prospect,0.2,1,1000-1499 MLB PA,0.056,0.184,0.226,0.119,4.7,58,1500-1999 MiLB PA,0.081,0.15,0.267,0.11,6.8,96
0,26,Corner Outfielder,L,R,73,180,PR,High School,Unranked Prospect,2.6,2.6,1000-1499 MLB PA,0.044,0.222,0.277,0.192,6.1,103,2000 or more MiLB PA,0.068,0.173,0.294,0.191,6.6,128
0,28,Catcher,R,R,70,187,USA,Big D1 College,Unranked Prospect,3.5,3.5,Fewer than 500 MLB PA,0.149,0.173,0.265,0.165,4.7,125,2000 or more MiLB PA,0.115,0.117,0.299,0.14,5.3,133
0,26,Corner Outfielder,L,L,71,177,USA,High School,Unranked Prospect,1.7,1.7,500-999 MLB PA,0.069,0.227,0.268,0.135,4.7,95,2000 or more MiLB PA,0.081,0.177,0.288,0.115,6,113
0,25,Middle Infielder,R,R,74,218,AW,International Amateur,Top 10 Prospect,3.2,4.9,2000 or more MLB PA,0.072,0.185,0.283,0.127,5,101,1500-1999 MiLB PA,0.1,0.19,0.296,0.193,4.5,141
0,25,Corner Infielder,R,R,76,272,DR,International Amateur,Top 10 Prospect,2.4,2.4,1000-1499 MLB PA,0.123,0.358,0.254,0.241,2.8,124,1500-1999 MiLB PA,0.122,0.261,0.277,0.285,5.8,156
0,25,Corner Outfielder,R,R,73,220,DR,International Amateur,Top 100 Prospect,1,1,Fewer than 500 MLB PA,0.083,0.28,0.255,0.177,2.9,98,2000 or more MiLB PA,0.086,0.214,0.268,0.152,5.3,110
0,25,Corner Infielder,R,R,73,225,DR,International Amateur,Top 25 Prospect,-0.5,1.9,1500-1999 MLB PA,0.066,0.162,0.247,0.179,2.3,90,2000 or more MiLB PA,0.063,0.147,0.28,0.176,3.7,118
0,27,Corner Outfielder,L,R,73,228,USA,Junior College,Unranked Prospect,1.1,1.1,500-999 MLB PA,0.072,0.231,0.244,0.223,3.9,100,2000 or more MiLB PA,0.066,0.216,0.277,0.222,6.8,125
0,24,Middle Infielder,L,R,71,200,VEN,International Amateur,Top 50 Prospect,-1.4,2.5,2000 or more MLB PA,0.042,0.206,0.247,0.197,5.5,88,1500-1999 MiLB PA,0.059,0.144,0.285,0.156,6.9,118
0,30,Catcher,R,R,76,230,USA,D1 College,Unranked Prospect,0.6,0.6,Fewer than 500 MLB PA,0.029,0.168,0.274,0.099,1.1,80,2000 or more MiLB PA,0.087,0.16,0.285,0.164,3.5,126
0,27,Infielder,L,R,72,195,USA,Junior College,Top 100 Prospect,1.1,2,500-999 MLB PA,0.072,0.242,0.266,0.135,5.8,98,1500-1999 MiLB PA,0.076,0.182,0.297,0.11,7.6,111
0,28,Middle Infielder,L,R,72,215,USA,D1 College,Unranked Prospect,-0.5,1,1000-1499 MLB PA,0.107,0.2,0.234,0.098,4.2,77,1500-1999 MiLB PA,0.127,0.137,0.279,0.119,8,115
0,29,Infielder,L,R,71,180,USA,D1 College,Unranked Prospect,0.8,0.8,500-999 MLB PA,0.105,0.122,0.264,0.111,2.5,99,1000-1499 MiLB PA,0.108,0.094,0.31,0.14,5.2,136
0,28,Utility,R,R,73,195,USA,D1 College,Unranked Prospect,-0.6,-0.1,Fewer than 500 MLB PA,0.086,0.217,0.195,0.124,4.9,59,2000 or more MiLB PA,0.103,0.152,0.275,0.162,5.6,123
0,28,Corner Outfielder,R,R,74,205,USA,D2 College,Unranked Prospect,-0.5,0.6,500-999 MLB PA,0.066,0.293,0.246,0.142,5,81,1500-1999 MiLB PA,0.096,0.214,0.277,0.201,5.7,129
0,29,Outfielder,R,R,72,200,USA,D2 College,Unranked Prospect,2,3.7,2000 or more MLB PA,0.045,0.158,0.264,0.127,4.8,86,1500-1999 MiLB PA,0.057,0.125,0.324,0.155,6.7,134
0,28,Catcher,R,R,76,235,USA,Big D1 College,Unranked Prospect,-0.3,0.5,Fewer than 500 MLB PA,0.062,0.211,0.224,0.158,2.4,78,1500-1999 MiLB PA,0.059,0.153,0.267,0.158,3,108
0,29,Catcher,R,R,74,220,USA,Big D1 College,Unranked Prospect,0.3,1.2,Fewer than 500 MLB PA,0.094,0.305,0.199,0.186,1.2,85,1500-1999 MiLB PA,0.124,0.168,0.267,0.135,1.8,124
0,27,Middle Infielder,L,R,67,185,USA,D1 College,Top 100 Prospect,2.2,2.5,1500-1999 MLB PA,0.072,0.154,0.256,0.123,6,92,1000-1499 MiLB PA,0.084,0.125,0.308,0.158,6.9,129
0,27,Middle Infielder,R,R,72,195,USA,Big D1 College,Top 100 Prospect,1.7,2.1,1500-1999 MLB PA,0.079,0.232,0.246,0.163,5.2,96,1500-1999 MiLB PA,0.129,0.17,0.274,0.195,6.2,136
0,28,Corner Infielder,R,R,76,235,USA,D1 College,Unranked Prospect,0.3,1.4,1000-1499 MLB PA,0.049,0.213,0.262,0.187,3,107,1500-1999 MiLB PA,0.048,0.154,0.289,0.211,3.7,117
0,26,Corner Infielder,R,R,71,213,VEN,International Amateur,Unranked Prospect,3.9,3.9,1500-1999 MLB PA,0.09,0.239,0.258,0.166,4.1,102,2000 or more MiLB PA,0.095,0.182,0.276,0.141,5.8,121
1,25,Middle Infielder,R,R,74,213,USA,High School,Top 100 Prospect,1.4,3.1,500-999 MLB PA,0.087,0.331,0.253,0.251,5.4,99,2000 or more MiLB PA,0.103,0.268,0.264,0.206,7.9,120
0,28,Middle Infielder,L,R,74,195,USA,Big D1 College,Unranked Prospect,0,2.3,2000 or more MLB PA,0.096,0.225,0.238,0.17,5.2,100,1000-1499 MiLB PA,0.114,0.163,0.334,0.184,6.1,152
0,28,Outfielder,R,R,75,221,USA,D1 College,Top 25 Prospect,4.5,5,2000 or more MLB PA,0.111,0.236,0.266,0.212,4.6,132,1000-1499 MiLB PA,0.125,0.264,0.301,0.257,8.2,154
0,27,Outfielder,L,R,72,205,USA,Junior College,Top 100 Prospect,0.5,0.5,Fewer than 500 MLB PA,0.078,0.258,0.256,0.232,5.7,102,2000 or more MiLB PA,0.114,0.224,0.253,0.146,5.9,111
0,28,Catcher,R,R,75,220,USA,Big D1 College,Unranked Prospect,0.7,0.7,1000-1499 MLB PA,0.054,0.241,0.247,0.139,2.8,82,1000-1499 MiLB PA,0.057,0.186,0.265,0.11,3.2,91
0,28,Corner Infielder,R,R,73,200,USA,D1 College,Top 25 Prospect,6.7,6.7,2000 or more MLB PA,0.102,0.165,0.28,0.175,4.3,119,Fewer than 500 MiLB PA,0.164,0.169,0.279,0.243,4.7,162
0,26,Corner Outfielder,L,L,77,240,DR,International Amateur,Top 10 Prospect,0.6,2.2,1500-1999 MLB PA,0.084,0.183,0.252,0.149,5.6,93,2000 or more MiLB PA,0.095,0.156,0.285,0.148,7.6,122
1,24,Middle Infielder,B,R,71,190,PR,High School,Top 10 Prospect,5.7,5.7,1500-1999 MLB PA,0.078,0.136,0.293,0.181,5.5,116,1500-1999 MiLB PA,0.098,0.14,0.279,0.106,6.5,109
0,25,Catcher,R,R,73,223,USA,High School,Top 50 Prospect,1.8,1.8,500-999 MLB PA,0.052,0.281,0.199,0.151,2.5,54,1500-1999 MiLB PA,0.063,0.167,0.27,0.163,3.7,105
1,25,Middle Infielder,R,R,72,190,PR,High School,Top 10 Prospect,2.4,2.4,1000-1499 MLB PA,0.051,0.293,0.255,0.171,4.9,89,1500-1999 MiLB PA,0.065,0.254,0.287,0.253,7.2,139
0,28,Outfielder,L,R,70,196,USA,Big D1 College,Top 50 Prospect,2.2,5.3,1500-1999 MLB PA,0.091,0.249,0.239,0.168,5.9,92,1000-1499 MiLB PA,0.121,0.171,0.294,0.168,5,142
0,28,Middle Infielder,R,R,74,175,USA,Big D1 College,Unranked Prospect,0.4,1.1,500-999 MLB PA,0.092,0.194,0.282,0.069,6.2,95,2000 or more MiLB PA,0.093,0.166,0.275,0.071,7.1,95
0,32,Corner Outfielder,R,R,71,225,CUB,International Professional,Top 25 Prospect,1.6,5.8,2000 or more MLB PA,0.068,0.205,0.274,0.224,4.9,124,Fewer than 500 MiLB PA,0.105,0.158,0.242,0.121,5.8,97
0,28,Outfielder,R,R,74,220,USA,Big D1 College,Unranked Prospect,1.6,1.6,500-999 MLB PA,0.052,0.258,0.255,0.18,5.8,98,2000 or more MiLB PA,0.074,0.209,0.272,0.138,6.4,113
0,25,Corner Infielder,B,R,76,255,USA,High School,Top 50 Prospect,0.6,0.6,500-999 MLB PA,0.113,0.176,0.258,0.196,3.3,109,2000 or more MiLB PA,0.099,0.145,0.303,0.151,4.3,137
0,24,Middle Infielder,B,R,71,208,DR,International Amateur,Top 100 Prospect,1.6,1.6,500-999 MLB PA,0.074,0.152,0.266,0.151,5.3,95,2000 or more MiLB PA,0.085,0.133,0.286,0.125,5.4,115
0,25,Middle Infielder,B,R,73,180,VEN,International Amateur,Unranked Prospect,-0.5,0,Fewer than 500 MLB PA,0.056,0.219,0.229,0.063,5.2,54,2000 or more MiLB PA,0.053,0.129,0.289,0.07,6.4,90
0,26,Catcher,B,R,72,185,USA,High School,Top 25 Prospect,0,0.9,Fewer than 500 MLB PA,0.079,0.249,0.27,0.113,5.6,93,1500-1999 MiLB PA,0.083,0.179,0.269,0.13,5.1,102
0,23,Middle Infielder,R,R,72,187,VEN,International Amateur,Top 10 Prospect,1.4,1.4,500-999 MLB PA,0.067,0.192,0.26,0.133,5.1,80,2000 or more MiLB PA,0.073,0.121,0.282,0.122,6.7,109
0,27,Catcher,R,R,74,235,USA,Big D1 College,Top 25 Prospect,4.6,4.6,1500-1999 MLB PA,0.068,0.335,0.209,0.196,1.8,90,500-999 MiLB PA,0.095,0.217,0.288,0.273,3.2,145
0,27,Outfielder,R,L,72,192,USA,Big D1 College,Unranked Prospect,0.2,0.2,500-999 MLB PA,0.048,0.209,0.255,0.106,4.4,75,1500-1999 MiLB PA,0.129,0.163,0.28,0.112,6.4,129
0,27,Corner Infielder,L,R,75,215,USA,Big D1 College,Top 100 Prospect,2.5,2.5,1500-1999 MLB PA,0.11,0.251,0.25,0.212,4.9,104,1000-1499 MiLB PA,0.12,0.21,0.321,0.231,4.9,154
0,26,Catcher,L,R,71,220,VEN,International Amateur,Unranked Prospect,1.3,1.3,Fewer than 500 MLB PA,0.126,0.143,0.274,0.065,0.9,98,1500-1999 MiLB PA,0.1,0.095,0.277,0.06,3.4,101
0,27,Outfielder,L,R,74,195,USA,Big D1 College,Unranked Prospect,-0.3,2.1,Fewer than 500 MLB PA,0.094,0.299,0.288,0.201,5.8,123,1500-1999 MiLB PA,0.091,0.208,0.289,0.138,5.9,123
0,27,Corner Outfielder,R,R,76,211,USA,Big D1 College,Top 100 Prospect,0.4,1.9,1000-1499 MLB PA,0.094,0.211,0.268,0.17,3.8,112,1500-1999 MiLB PA,0.089,0.121,0.287,0.162,4.1,120
0,25,Corner Infielder,B,R,69,190,DR,International Amateur,Unranked Prospect,6.5,6.5,1500-1999 MLB PA,0.075,0.109,0.29,0.175,5.9,115,1500-1999 MiLB PA,0.073,0.08,0.304,0.106,7.1,113
0,24,Middle Infielder,R,R,72,210,VEN,International Amateur,Top 100 Prospect,-0.3,0.7,500-999 MLB PA,0.036,0.131,0.277,0.075,6.2,74,2000 or more MiLB PA,0.05,0.107,0.299,0.086,8.4,108
1,25,Outfielder,L,R,70,180,USA,Junior College,Unranked Prospect,0.9,0.9,Fewer than 500 MLB PA,0.087,0.221,0.256,0.103,7.7,86,2000 or more MiLB PA,0.105,0.175,0.294,0.099,8.5,120
1,25,Corner Outfielder,R,R,69,180,USA,High School,Top 100 Prospect,5.3,8.3,2000 or more MLB PA,0.084,0.118,0.292,0.196,6.2,122,1000-1499 MiLB PA,0.132,0.104,0.316,0.156,6.8,152
0,24,Middle Infielder,B,R,73,210,DR,International Amateur,Unranked Prospect,0.7,1.8,500-999 MLB PA,0.073,0.169,0.265,0.096,5.2,84,2000 or more MiLB PA,0.059,0.118,0.296,0.096,7.2,101
0,24,Middle Infielder,L,R,76,215,USA,High School,Top 10 Prospect,6,6.9,1000-1499 MLB PA,0.096,0.2,0.305,0.197,3.8,135,1500-1999 MiLB PA,0.085,0.184,0.307,0.217,5.4,135
0,27,Corner Outfielder,L,L,72,210,USA,Big D1 College,Unranked Prospect,-0.9,0.5,Fewer than 500 MLB PA,0.06,0.231,0.219,0.184,2.2,86,2000 or more MiLB PA,0.096,0.175,0.282,0.209,3.7,125
0,27,Utility,R,R,73,196,USA,Big D1 College,Unranked Prospect,4.8,4.8,500-999 MLB PA,0.08,0.256,0.268,0.16,6.2,105,1500-1999 MiLB PA,0.118,0.174,0.314,0.144,7.6,135
0,27,Outfielder,L,R,74,190,USA,D1 College,Unranked Prospect,-0.1,1.4,500-999 MLB PA,0.097,0.269,0.23,0.074,7,72,1500-1999 MiLB PA,0.095,0.152,0.29,0.074,8,101
0,27,Utility,R,R,72,205,KOR,Big D1 College,Unranked Prospect,-0.9,0.2,Fewer than 500 MLB PA,0.091,0.169,0.233,0.078,5.2,65,2000 or more MiLB PA,0.109,0.153,0.295,0.137,5.4,133
0,27,Catcher,R,R,74,208,USA,D1 College,Top 100 Prospect,0.2,1.1,500-999 MLB PA,0.091,0.209,0.222,0.088,1.5,70,1500-1999 MiLB PA,0.073,0.11,0.297,0.154,2,126
0,27,Corner Infielder,R,R,74,190,USA,D1 College,Unranked Prospect,0.9,4.4,1000-1499 MLB PA,0.052,0.156,0.281,0.115,5.2,100,1000-1499 MiLB PA,0.109,0.133,0.303,0.108,6.1,127
0,27,Middle Infielder,R,R,69,195,USA,Big D1 College,Top 100 Prospect,0.7,2.5,500-999 MLB PA,0.052,0.194,0.292,0.17,3.9,113,1000-1499 MiLB PA,0.087,0.122,0.317,0.157,6.5,142
0,27,Catcher,L,R,73,250,GER,D3 College,Unranked Prospect,0.2,0.2,Fewer than 500 MLB PA,0.11,0.246,0.251,0.103,1.7,90,1500-1999 MiLB PA,0.107,0.162,0.267,0.108,1.5,100
0,24,Middle Infielder,R,R,72,200,USA,High School,Top 10 Prospect,1.5,3.3,1500-1999 MLB PA,0.084,0.249,0.24,0.168,4,90,1000-1499 MiLB PA,0.095,0.211,0.301,0.22,7.7,140
0,24,Outfielder,R,R,74,190,USA,High School,Top 50 Prospect,1.1,1.1,Fewer than 500 MLB PA,0.055,0.166,0.292,0.156,3.3,103,1500-1999 MiLB PA,0.043,0.117,0.29,0.126,5.9,104
0,24,Corner Outfielder,L,R,77,250,USA,High School,Top 10 Prospect,2.7,2.7,500-999 MLB PA,0.139,0.397,0.201,0.297,5.7,108,2000 or more MiLB PA,0.147,0.347,0.254,0.333,5.9,156
0,25,Corner Infielder,L,R,76,220,USA,High School,Unranked Prospect,-0.3,1.1,Fewer than 500 MLB PA,0.109,0.273,0.227,0.25,1.4,113,1500-1999 MiLB PA,0.151,0.205,0.283,0.203,2.8,154
0,24,Outfielder,R,R,74,190,USA,High School,Top 10 Prospect,3.6,3.6,500-999 MLB PA,0.068,0.318,0.237,0.169,8.1,84,1000-1499 MiLB PA,0.104,0.211,0.303,0.202,8.4,151
0,23,Middle Infielder,R,R,76,220,PR,High School,Top 10 Prospect,5.1,5.2,1500-1999 MLB PA,0.107,0.196,0.288,0.21,4.3,136,1000-1499 MiLB PA,0.104,0.168,0.313,0.175,6.8,143
0,26,Corner Outfielder,R,R,76,235,CUB,International Professional,Top 25 Prospect,-0.9,0.8,500-999 MLB PA,0.093,0.282,0.244,0.168,3.1,96,1000-1499 MiLB PA,0.128,0.204,0.286,0.247,4.7,145
0,27,Corner Outfielder,R,R,74,240,CUB,International Professional,Top 50 Prospect,2.9,5.5,2000 or more MLB PA,0.093,0.199,0.281,0.194,4.9,130,Fewer than 500 MiLB PA,0.101,0.161,0.333,0.284,7.1,176
1,27,Corner Outfielder,R,R,74,213,USA,D1 College,Unranked Prospect,2.5,2.5,500-999 MLB PA,0.081,0.225,0.27,0.201,4,118,1500-1999 MiLB PA,0.102,0.173,0.289,0.202,5.6,138
0,26,Middle Infielder,B,R,71,200,DR,International Amateur,Unranked Prospect,0.9,0.9,Fewer than 500 MLB PA,0.072,0.199,0.269,0.097,6.9,76,2000 or more MiLB PA,0.082,0.14,0.273,0.116,7.7,109
0,24,Corner Outfielder,L,L,75,215,USA,High School,Top 50 Prospect,0.7,0.7,Fewer than 500 MLB PA,0.058,0.283,0.288,0.185,4.4,110,2000 or more MiLB PA,0.05,0.253,0.286,0.193,6.8,125
0,23,Corner Outfielder,L,L,76,224,DR,International Amateur,Top 25 Prospect,-0.3,0.6,1000-1499 MLB PA,0.079,0.202,0.259,0.162,2.5,89,1500-1999 MiLB PA,0.106,0.226,0.27,0.17,3.9,122
0,23,Outfielder,R,R,71,180,DR,International Amateur,Top 25 Prospect,1.9,1.9,500-999 MLB PA,0.062,0.2,0.261,0.147,6.3,89,2000 or more MiLB PA,0.081,0.115,0.287,0.136,8.4,117
0,26,Outfielder,R,R,74,215,USA,D1 College,Unranked Prospect,-0.8,-0.8,Fewer than 500 MLB PA,0.057,0.348,0.166,0.116,7.4,39,2000 or more MiLB PA,0.092,0.216,0.26,0.14,8.8,111
0,26,Corner Infielder,R,R,75,230,USA,D1 College,Unranked Prospect,1.6,1.6,500-999 MLB PA,0.055,0.238,0.294,0.208,2.9,121,2000 or more MiLB PA,0.067,0.181,0.306,0.167,4.2,138
0,25,Middle Infielder,R,R,73,185,USA,Junior College,Top 50 Prospect,0.1,2.1,1000-1499 MLB PA,0.025,0.269,0.268,0.146,6.6,87,1000-1499 MiLB PA,0.044,0.226,0.301,0.125,8.3,117
0,26,Utility,R,R,74,210,USA,Big D1 College,Unranked Prospect,0.2,0.2,Fewer than 500 MLB PA,0.058,0.291,0.237,0.207,3.3,95,1500-1999 MiLB PA,0.056,0.226,0.279,0.168,5,110
0,26,Middle Infielder,L,R,68,160,VEN,International Amateur,Unranked Prospect,0.6,0.6,Fewer than 500 MLB PA,0.079,0.217,0.266,0.091,1.9,85,2000 or more MiLB PA,0.105,0.148,0.287,0.154,5.9,126
0,26,Utility,L,R,70,185,USA,Big D1 College,Unranked Prospect,1,1,500-999 MLB PA,0.078,0.135,0.283,0.12,5.6,100,1500-1999 MiLB PA,0.083,0.106,0.3,0.071,5.1,117
0,26,Corner Infielder,R,R,77,230,USA,D1 College,Top 10 Prospect,6.7,7.9,2000 or more MLB PA,0.123,0.239,0.288,0.24,5,144,500-999 MiLB PA,0.128,0.266,0.327,0.34,5.3,192
0,26,Corner Infielder,R,R,76,230,USA,Big D1 College,Unranked Prospect,0.3,1.5,500-999 MLB PA,0.039,0.227,0.282,0.193,1.3,111,1500-1999 MiLB PA,0.055,0.155,0.293,0.159,3.1,113
0,26,Corner Outfielder,R,R,73,230,USA,Big D1 College,Top 50 Prospect,0.2,0.6,500-999 MLB PA,0.054,0.282,0.242,0.25,3.2,102,1500-1999 MiLB PA,0.066,0.226,0.288,0.218,5.1,124
0,27,Corner Infielder,R,R,71,238,USA,D1 College,Unranked Prospect,0.2,0.2,Fewer than 500 MLB PA,0.079,0.236,0.229,0.177,1.7,90,1500-1999 MiLB PA,0.122,0.152,0.301,0.199,3.4,145
0,26,Corner Outfielder,R,R,79,282,USA,D1 College,Top 100 Prospect,8.3,8.3,500-999 MLB PA,0.176,0.323,0.27,0.319,4.4,160,1500-1999 MiLB PA,0.125,0.247,0.278,0.194,4.3,143
0,31,Corner Infielder,R,R,75,235,CUB,International Professional,Top 50 Prospect,4.3,5.3,2000 or more MLB PA,0.065,0.194,0.301,0.224,2.9,139,Fewer than 500 MiLB PA,,,,,,
0,27,Middle Infielder,R,R,73,195,CUB,International Professional,Unranked Prospect,0.3,2.6,500-999 MLB PA,0.071,0.134,0.283,0.178,4,111,500-999 MiLB PA,0.067,0.156,0.27,0.159,4.4,108
0,22,Outfielder,L,L,76,203,USA,High School,Top 10 Prospect,4,4,500-999 MLB PA,0.117,0.266,0.267,0.315,5.5,138,1500-1999 MiLB PA,0.109,0.231,0.271,0.231,6.7,132
0,25,Outfielder,L,R,76,185,USA,D1 College,Top 50 Prospect,1.6,1.6,Fewer than 500 MLB PA,0.078,0.298,0.241,0.144,7,79,1000-1499 MiLB PA,0.114,0.259,0.27,0.183,7.6,138
0,25,Middle Infielder,R,R,74,185,USA,Big D1 College,Top 10 Prospect,2.8,3.3,500-999 MLB PA,0.059,0.185,0.304,0.187,9,119,1000-1499 MiLB PA,0.091,0.2,0.312,0.142,7.7,137
0,25,Corner Outfielder,L,R,73,215,USA,Big D1 College,Top 100 Prospect,4.4,4.4,500-999 MLB PA,0.112,0.245,0.256,0.239,3.1,127,500-999 MiLB PA,0.095,0.148,0.333,0.192,4.1,167
0,25,Corner Outfielder,L,R,72,229,USA,D1 College,Top 25 Prospect,1.7,1.8,500-999 MLB PA,0.126,0.3,0.222,0.249,3.5,112,500-999 MiLB PA,0.144,0.212,0.334,0.285,4.4,190
1,25,Corner Infielder,R,R,72,215,USA,D1 College,Top 100 Prospect,2.8,2.8,Fewer than 500 MLB PA,0.098,0.282,0.234,0.238,3.5,110,1000-1499 MiLB PA,0.103,0.266,0.244,0.274,5.5,128
0,31,Infielder,R,R,72,210,KOR,International Professional,Unranked Prospect,2.1,3.7,500-999 MLB PA,0.076,0.213,0.273,0.21,3.4,129,Fewer than 500 MiLB PA,0.123,0.193,0.146,0.125,2,48
1,24,Infielder,R,R,72,192,USA,Big D1 College,Top 50 Prospect,3.5,3.5,500-999 MLB PA,0.083,0.177,0.279,0.197,6.1,120,500-999 MiLB PA,0.112,0.1,0.3,0.203,5.7,150
1,23,Corner Outfielder,L,L,69,180,USA,Big D1 College,Top 10 Prospect,2,2,500-999 MLB PA,0.103,0.177,0.274,0.158,4.7,105,500-999 MiLB PA,0.113,0.096,0.312,0.228,7,159
0,23,Outfielder,B,R,72,205,USA,D1 College,Top 100 Prospect,1.9,1.9,Fewer than 500 MLB PA,0.094,0.312,0.253,0.261,5.7,114,500-999 MiLB PA,0.122,0.228,0.275,0.197,5.9,133
0,24,Middle Infielder,R,R,72,205,USA,D1 College,Unranked Prospect,3.1,3.1,Fewer than 500 MLB PA,0.047,0.28,0.285,0.247,2.5,123,1000-1499 MiLB PA,0.075,0.234,0.283,0.213,4.3,135
0,24,Middle Infielder,R,R,73,190,USA,Big D1 College,Top 10 Prospect,-0.2,0.8,500-999 MLB PA,0.103,0.221,0.246,0.102,4,72,500-999 MiLB PA,0.114,0.174,0.274,0.154,6.8,128
0,27,Outfielder,R,L,70,195,CUB,International Professional,Unranked Prospect,-0.1,0.2,500-999 MLB PA,0.073,0.148,0.249,0.084,2.2,83,Fewer than 500 MiLB PA,0.115,0.113,0.3,0.09,4.6,126
0,34,Corner Infielder,R,R,72,215,CUB,International Professional,Unranked Prospect,1.7,1.7,500-999 MLB PA,0.039,0.106,0.291,0.175,2.8,112,Fewer than 500 MiLB PA,0.033,0.246,0.25,0.179,0.9,77
0,33,Corner Infielder,R,R,75,215,USA,D1 College,Top 50 Prospect,1.4,4.5,2000 or more MLB PA,0.091,0.22,0.242,0.209,4.2,109,2000 or more MiLB PA,0.091,0.192,0.28,0.195,5.3,127
0,31,Catcher,R,R,73,241,VEN,International Amateur,Top 100 Prospect,2.2,4.4,2000 or more MLB PA,0.062,0.171,0.273,0.166,0.9,103,1500-1999 MiLB PA,0.057,0.159,0.284,0.152,2.9,115
0,31,Corner Outfielder,L,L,73,210,VEN,International Amateur,Unranked Prospect,3.9,3.9,2000 or more MLB PA,0.071,0.191,0.293,0.189,5.5,118,Fewer than 500 MiLB PA,0.065,0.112,0.318,0.18,3.8,131
0,33,Corner Infielder,L,R,76,255,USA,Big D1 College,Unranked Prospect,0,3.2,2000 or more MLB PA,0.111,0.245,0.242,0.211,1.8,118,2000 or more MiLB PA,0.125,0.197,0.283,0.182,2.9,135
0,32,Corner Infielder,L,R,73,230,CUB,Big D1 College,Top 50 Prospect,0.8,2.4,2000 or more MLB PA,0.095,0.168,0.265,0.144,2.4,106,1000-1499 MiLB PA,0.11,0.149,0.294,0.169,3.8,130
0,32,Outfielder,R,R,73,190,USA,High School,Top 100 Prospect,-0.1,4.3,2000 or more MLB PA,0.058,0.239,0.24,0.141,7.1,86,2000 or more MiLB PA,0.065,0.186,0.29,0.165,8.2,111
0,33,Middle Infielder,R,R,72,204,USA,Big D1 College,Top 100 Prospect,0.3,5,2000 or more MLB PA,0.065,0.162,0.251,0.155,4.5,89,2000 or more MiLB PA,0.074,0.165,0.27,0.152,6,109
0,30,Catcher,R,R,71,220,PR,Junior College,Unranked Prospect,0,2.1,500-999 MLB PA,0.112,0.286,0.205,0.134,2.4,72,1500-1999 MiLB PA,0.155,0.213,0.237,0.111,3.1,106
0,31,Outfielder,R,R,73,223,USA,High School,Unranked Prospect,4.1,6.2,1000-1499 MLB PA,0.121,0.254,0.279,0.203,6.4,133,2000 or more MiLB PA,0.105,0.242,0.259,0.159,7.2,112
0,33,Corner Infielder,L,L,75,245,USA,Big D1 College,Unranked Prospect,0.7,2.2,2000 or more MLB PA,0.084,0.214,0.251,0.187,2.5,98,1500-1999 MiLB PA,0.101,0.14,0.311,0.197,3.5,140
0,32,Catcher,R,R,70,215,DR,International Amateur,Unranked Prospect,0.1,2,2000 or more MLB PA,0.068,0.252,0.259,0.168,1.7,100,1500-1999 MiLB PA,0.073,0.211,0.264,0.163,2.4,102
0,30,Utility,R,R,73,200,USA,High School,Unranked Prospect,1,1,500-999 MLB PA,0.052,0.254,0.246,0.136,4.9,73,2000 or more MiLB PA,0.054,0.192,0.266,0.129,6.4,88
0,29,Corner Infielder,L,L,75,240,USA,High School,Top 50 Prospect,2.9,5.3,2000 or more MLB PA,0.112,0.161,0.27,0.214,3.6,131,1500-1999 MiLB PA,0.095,0.203,0.303,0.239,3.8,139
0,29,Corner Infielder,L,L,76,226,USA,High School,Top 10 Prospect,-0.1,4,2000 or more MLB PA,0.083,0.169,0.28,0.154,4.1,109,1000-1499 MiLB PA,0.116,0.152,0.312,0.182,5.6,143
0,32,Corner Infielder,L,R,71,235,USA,D1 College,Unranked Prospect,0.9,2.2,1500-1999 MLB PA,0.094,0.288,0.243,0.227,5.4,109,1500-1999 MiLB PA,0.097,0.2,0.306,0.204,5.5,139
0,32,Corner Outfielder,L,R,74,197,USA,Junior College,Top 100 Prospect,1.1,3.7,2000 or more MLB PA,0.084,0.165,0.262,0.172,4.9,107,2000 or more MiLB PA,0.077,0.16,0.279,0.221,5.7,120
